Sample ID,Gene,Sample Name,NCGC Unique ID,Primary Mechanism of Action
NCGC00346633-01,HSP90AB1,SNX-2112,ZFVRYNYOPQZKDG,Heat Shock Protein 90 (hsp90) Inhibitor
NCGC00241455-01,PPARD,GW-501516;501516;GSK-516,YDBLKRPLXZNVNB,PPARdelta Agonist
NCGC00167520-03,PDE4A,Cilomilast (SB-207499),CFBUZOUXXHZCFB,Phosphodiesterase IIII (PDE4) inhibitor
NCGC00188399-03,SPHK1, FTY720,KKGQTZUTZRNORY,Sphingosine Kinase 1 (SphK1) Inhibitors
NCGC00161410-02,HSP90AB1,CCT-018159,OWPMENVYXDJDOW,Heat Shock Protein 90 (hsp90) Inhibitor
NCGC00087387-03,HDAC6,,JHSXDAWGLCZYSM,Histone Deacetylase (HDAC) 3/6/8 Inhibitor
NCGC00015834-11,,Primidone,DQMZLTXERSFNPB,anticonvulsant agent
NCGC00165740-04,ACE,Benzapril,XPCFTKFZXHTYIP,Angiotensin-I Converting Enzyme Inhibitor
NCGC00346470-01,ADRB1,Zilpaterol,ZSTCZWJCLIRCOJ,beta1-Adrenoceptor Antagonists
NCGC00091062-07,,5-HYDROXY-L-TRYPTOPHAN,LDCYZAJDBXYCGN,Serotonin modulator
NCGC00167739-03,,GW 4064,BYTNEISLBIENSA,Farnesoid X Receptor Agonist
NCGC00024563-02,HTR3A,Azasetron hydrochloride,WUKZPHOXUVCQOR,5-HT3 Antagonists
NCGC00263102-01,JAK2,Degrasyn;WP-1130,LIDOPKHSVQTSJY,Jak2 Inhibitor
NCGC00188429-01,,Acitazanolast,VWQZJJZGISNFOE,Mediator Release Inhibitors
NCGC00345801-01,PTGDR2,AP-768,CUNNBJJEJUDKNN,prostaglandin D2 CRTH2 inhibitor
NCGC00263131-01,FAAH,PF-3845,NBOJHRYUGLRASX,Fatty Acid Amide Hydrolase (FAAH) Inhibitor
NCGC00263172-01,ABL1,DCC-2036,WVXNSAVVKYZVOE,Bcr-Abl Inhibitor
NCGC00168773-01,,Darunavir,MZWRXITVDVSVFP,HIV Protease Inhibitors
NCGC00263100-01,KDR,OSI-632;CP-547632,HXHAJRMTJXHJJZ,VEGFR-2 Inhibitor
NCGC00015656-06,HTR2A,Mianserin,UEQUQVLFIPOEMF,5-HT2A Antagonists?
NCGC00167971-03,,,LERNTVKEWCAPOY,Muscarinic M3 Antagonists
NCGC00161927-03,TUBB,4'-DEMETHYLEPIPODOPHYLLOTOXIN,YVCVYCSAAZQOJI,Antimitotic Agent
NCGC00167431-02,PRKDC,,WDZCUPBHRAEYDL,DNA-Directed RNA Polymerase Inhibitor
NCGC00346545-01,,Telaprevir (VX-950),BBAWEDCPNXPBQM,HCV NS3 NS4A Protease Inhibitor
NCGC00346836-01,PDPK1,GSK-2334470,QLPHOXTXAKOFMU,Phosphoinositide Dependent Kinase (PDK) 1 Inhibitors
NCGC00015966-03,DRD2,(RS)-(+/-)-Sulpiride,BGRJTUBHPOOWDU,Dopamine D2 Antagonist
NCGC00164336-05,,LEVOTHYROXINE,XUIIKFGFIJCVMT,synthetic hormone
NCGC00346660-01,,10-DAB (10-Deacetylbaccatin),YWLXLRUDGLRYDR,antineoplastic intermediate
NCGC00346681-01,PIK3CA,NVP-BGT226,BMMXYEBLEBULND,PI3K Inhibitor
NCGC00347068-01,,,ATSWBWHRHAQVFM,Rab7 GTPase inhibitor
NCGC00241982-03,ROCK1,GSK-269962A,YOVNFNXUCOWYSG,ROCK 1_:_ ROCK 2 Inhibitor
NCGC00015647-03,TUBB,Nocodazole,KYRVNWMVYQXFEU,Tubulin depolymerization inhibitor
NCGC00184994-03,,Cidofovir (Vistide),VWFCHDSQECPREK,DNA Polymerase Inhibitors
NCGC00345840-01,AKT1,Merck-22-6,HBCHTLGWXPVWDF,AKT Inhibitor
NCGC00346595-01,NFE2L3,Oridonin (Isodonol),SDHTXBWLVGWJFT,Nuclear Factor_:_ Erythroid Derived 2_:_ Like 2 (Nrf2) Activators
NCGC00165844-02,CDK1,NU6027,DGWXOLHKVGDQLN,CDK1/2 Inhibitor
NCGC00263178-01,AURKA,ENMD-981693;ENMD-2076,BLQYVHBZHAISJM,Aurora-A Inhibitor
NCGC00242487-01,MAPK7,NCGC00242487,WUTVMXLIGHTZJC,ERK inhibitor
NCGC00095161-04,,REBAMIPIDE,ALLWOAVDORUJLA,Free Radical Scavenger
NCGC00025288-03,PIK3CA,Deguelin,ORDAZKGHSNRHTD,PI3K Inhibitor
NCGC00238453-01,ALK,TAE-684;NVP-TAE684?,ZOYYVMFYDNXREZ,Anaplastic Lymphoma Kinase (ALK) Inhibitor
NCGC00346654-01,MTOR,INK 128,GYLDXIAOMVERTK,mTORC1/2 inhibitor
NCGC00263124-01,MDM2,Nutlin-3,BDUHCSBCVGXTJM,HDM2/HDMX inhibitor
NCGC00183677-03,MAP2K1,Hypothemycin,SSNQAUBBJYCSMY,Mek 1/2 inhibitor
NCGC00262689-01,IDH1,NCGC00262689,GZLNOSRHZLTDMT,Isocitrate dehydrogenase inhibitor
NCGC00185916-06,PKM2,,GMHIOMMKSMSRLY,PKM2 activator
NCGC00263087-01,PLK1,Volasertib;BI-6727,SXNJFOWDRLKDSF,Polo-like Kinase-1 (Plk-1) Inhibitor
NCGC00016533-14,,SULFAMETHOXAZOLE,SYKXFWLRKXLPKQ,Antibiotic
NCGC00346709-01,,20-Hydroxyecdysone,NKDFYOWSKOHCCO,reduces expression of cPEPCK
NCGC00167977-03,AR,Bicalutamide;Casodex;ICI-176334,CMPOAZJLBGOPQD,Androgen Receptor Antagonist
NCGC00346827-01,CDK1,UCN-01,PBCZSGKMGDDXIJ,CDK1/2/4/6
NCGC00024359-06,,PENICILLAMINE,VVNCNSJFMMFHPL,Copper Chelator
NCGC00090686-10,,NITROFURAZONE,IAIWVQXQOWNYOU,Antibiotic
NCGC00090851-09,DNMT1,5-Azacitidine,NMUSYJAQQFHJEW,DNA Methyltransferase (DNMT) Inhibitor
NCGC00263136-03,HDAC1,Pracinostat,JHDKZFFAIZKUCU,Histone Deacetylase (HDAC) 1/2 Inhibitor
NCGC00263219-01,,Elacridar,OSFCMRGOZNQUSW,P-Glycoprotein (MDR-1) Inhibitor
NCGC00015089-08,SCNN1D,Amiloride,XSDQTOBWRPYKKA,Epithelial Sodium Channels (ENaC) Blocker
NCGC00015917-07,HTR1A,SB 206553 hydrochloride,QJQORSLQNXDVGE,5-HT1A Receptor Partial Agonist
NCGC00016752-02,,Clindamycin hydrochloride,KDLRVYVGXIQJDK,Antibacterial
NCGC00095158-05,,SECNIDAZOLE,KPQZUUQMTUIKBP,antiprotozoal agent
NCGC00346640-01,HSP90AB1,PF-04929113 (SNX-5422),AVDSOVJPJZVBTC,Heat Shock Protein 90 (hsp90) Inhibitor
NCGC00263220-02,HDAC1,Romidepsin;FK-228/NSC-630176,OHRURASPPZQGQM,Histone Deacetylase (HDAC) Inhibitor
NCGC00346438-01,HSP90AB1,Retaspimycin HCl,OAKGNIRUXAZDQF,Heat Shock Protein 90 (hsp90) Inhibitor
NCGC00263227-01,GUCY1A2,BAY-41-8543,AQYFUZRYBJBAGZ,Guanylate Cyclase Activator
NCGC00160391-02,TXNRD1,AURANOFIN,AUJRCFUBUPVWSZ,Thioredoxin Reductase Inhibitors
NCGC00347285-01,,MI-2,TWJGQZBSEMDPQP,mucosa associated lymphoid tissue lymphoma translocation 1 (MALT1) Inhibitor
NCGC00346807-01,LRRK2,LRRK2-IN-1,IWMCPJZTADUIFX,Leucine-Rich Repeat Kinase 2 (LRRK2) Inhibitors
NCGC00263606-03,HDAC6,Tubastatin A hydrochloride,GOVYBPLHWIEHEJ,Histone Deacetylase (HDAC) 6 Inhibitor
NCGC00238451-01,PARP1,Olaparib;AZD-2281/KU-0059436,FDLYAMZZIXQODN,PARP-1/PARP-2 Inhibitor
NCGC00093560-06,AR,Finasteride,DBEPLOCGEIEOCV,Androgen Receptor Antagonist
NCGC00160217-02,KCNH2,Sophocarpine,AAGFPTSOPGCENQ,HERG Inhibitor
NCGC00163683-02,,Metenkephalin,YFGBQHOOROIVKG,Opioid growth factor
NCGC00346826-01,SMO,HPI-1,ZXSWZQSYZYMZKS,Smoothened (Smo) Receptor Antagonist
NCGC00345173-01,,,AAAQFGUYHFJNHI,None
NCGC00090504-10,SIRT1,ISOLIQUIRITIGENIN,DXDRHHKMWQZJHT,Histone Deacetylase/SIRT1 Activator
NCGC00244252-01,JAK2,TG-101348,YLJQCJUARYFIQY,multi-kinase
NCGC00025355-11,HTR1A,PAROXETINE HYDROCHLORIDE,AHOUBRCZNHFOSL,5-HT Reuptake Inhibitor
NCGC00021336-09,PTGS1,Diclofenac,DCOPUUMXTXDBNB,Cyclooxygenase-1/2/3 Inhibitor
NCGC00015300-05,,GBR 12909 dihydrochloride,NAUWTFJOPJWYOT,Dopamine Reuptake Inhibitor
NCGC00167811-03,FFAR1,GW-9508,DGENZVKCTGIDRZ,Free Fatty Acid Receptor 1 Agonist
NCGC00164559-04,SLC6A4,DULOXETINE HYDROCHLORIDE,ZEUITGRIYCTCEM,Serotonin Transporter (SERT) Inhibitor
NCGC00263222-01,IDO1,CAY10581,WKHJQIQDQXGUOD,Indoleamine 2_:_3-dioxygenase (IDO) inhibitor
NCGC00166413-03,,Argatroban,CNTULEDKWPCJCH,Thrombin Inhibitors
NCGC00165875-03,SIGMAR1,,PHRCDWVPTULQMT,sigma1/2 Receptor Agonist
NCGC00263161-01,MET,PF-04217903,PDMUGYOXRHVNMO,HGFR (MET; c-Met) Inhibitor
NCGC00167832-04,ADRB1,Carvedilol,OGHNVEJMJSYVRP,beta1-Adrenoceptor Antagonists
NCGC00164553-03,,,WDDPHFBMKLOVOX,DNA Polymerase Inhibitors
NCGC00345824-01,MET,BMS-2,OBSFXHDOLBYWRJ,HGFR (MET; c-Met) Inhibitor
NCGC00015871-07,CYP2D6,,LOUPRKONTZGTKE,Cytochrome P450 CYP2D6 Inhibitors
NCGC00346945-01,SYK,BAY 61-3606 (dihydrochloride),JWQOJVOKBAAAAR,Syk Kinase inhibitor
NCGC00346824-01,HK2,3-Bromopyruvate,VICYTAYPKBLQFB,Hexokinase 2 Inhibitors
NCGC00263234-01,IDH1,IDH-001,BFKJDNZMRAJJSM,Isocitrate dehydrogenase inhibitor
NCGC00346946-01,CDK9,CDK9 inhibitor,RQJWQWGHVBUDEH,CDK 9 Inhibitor
NCGC00186046-02,,Caroverine hydrochloride,MSPRUJDUTKRMLM,AMPA Antagonist
NCGC00346509-01,PIK3CA,GSK1059615,QDITZBLZQQZVEE,PI3Kalpha inhibitor
NCGC00345783-01,PIK3CA,17?-hydroxy Wortmannin,XLJORQYAOTYVQS,PI3K Inhibitor
NCGC00025329-02,MAPK14,SB 239063,ZQUSFAUAYSEREK,p38 MAPK Inhibitor
NCGC00346952-01,CDK4,Cdk4/6 Inhibitor IV,YVXCDLCJCIDFHE,CDK4/6 Inhibitor
NCGC00263089-02,AURKA,AZD-1152-HQPA,QYZOGCMHVIGURT,Aurora-A/B Inhibitor
NCGC00346930-01,,Picoplatin,SAVHJPPSRMPTLD,DNA Alkylating Agent
NCGC00094792-06,,THIOGUANINE,WYWHKKSPHMUBEB,Purine Antagonist
NCGC00346503-01,PIK3CA,Perifosine,LHJQEUOALPPIHG,PI3K kinase activator
NCGC00346541-01,MTOR,XL765,KMIWOICBVVQOIM,mTORC1/2 inhibitor
NCGC00016384-14,,SULFISOXAZOLE,ZFHZOWBJESYXNS,Antibiotic
NCGC00159460-02,,Indinavir sulfate,CBVCZFGXHXORBI,HIV Protease Inhibitors
NCGC00345791-01,ALK,ASP-3026,NYTBHLBEYLIGQD,Anaplastic Lymphoma Kinase (ALK) Inhibitor
NCGC00346632-01,CDK1,R547,VZYAVWNUJRPGON,CDK1/2/4 Inhibitor
NCGC00347952-01,,,XDHBUMNIQRLHGO,Mutant p53 Activator
NCGC00015429-08,GABRA1,Felbamate,WKGXYQFOCVYPAC,GABAA Receptor Modulator
NCGC00095124-06,PPARG,ROSIGLITAZONE,YASAKCUCGLMORW,PPARgamma Agonists?
NCGC00017369-10,,Biochanin A (4-Methylgenistein),WUADCCWRTIWANL,flavanoid
NCGC00263111-01,PPARD,GSK-3787,DIWFBNCEABPYPW,PPARdelta Antagonist
NCGC00346838-01,,Secoisolariciresinol,PUETUDUXMCLALY,phenylpropanoid
NCGC00142483-02,,Cytidine,UHDGCWIWMRVCDJ,nucleoside
NCGC00016936-03,,AZTREONAM,MNINXOFOQTVYHD,beta-lactam antibiotic
NCGC00263527-02,,Isepamicin Sulphate,UDIIBEDMEYAVNG,30S Ribosomal Protein Inhibitors
NCGC00015034-02,PARP1,3-Aminobenzamide,GSCPDZHWVNUUFI,PARP Inhibitor
NCGC00345799-01,PSMD1,Oprozomib,SWZXEVABPLUDIO,Proteasome Inhibitor
NCGC00024427-03,OPRM1,NALTREXONE HCl,DQCKKXVULJGBQN,mu-Opioid Antagonists
NCGC00092284-03,RARG,CD 437,LDGIHZJOIQSHPB,RARgamma Agonist
NCGC00182058-03,VDR,Doxercalciferol;TSA-840,DAQLPCKTVQWADC,Vitamin D Analog
NCGC00015252-13,HRH1,CYPROHEPTADINE HYDROCHLORIDE,JJCFRYNCJDLXIK,Histamine H1 Receptor Antagonists
NCGC00183808-06,JARID2,,QDBVSOZTVKXUES,JMJ inhibitor
NCGC00164789-05,ESR1,Fulvestrant (Faslodex),VWUXBMIQPBEWFH,Estrogen Receptor Antagonist
NCGC00250382-01,SMO,NVP-LDE-225;Erismodegib;LDE-225,VZZJRYRQSPEMTK,Smo Receptor Antagonist
NCGC00091281-07,,,NOQGZXFMHARMLW,KDM2/7 Histone Demethylases Inhibitor
NCGC00346739-01,KCNQ1,Retigabine,PCOBBVZJEWWZFR,Voltage-Gated K(V) 7 (KCNQ) Channel Activator
NCGC00015385-12,PDE5A,Dipyridamole,IZEKFCXSFNUWAM,Phosphodiesterase III/V (PDE5) inhibitor
NCGC00346885-01,SCN2A,Sipatrigine,PDOCBJADCWMDGL,Nav1.2 (Brain Type II) Sodium Channel Blockers
NCGC00016759-03,PTGS2,NAPROXEN(+),CMWTZPSULFXXJA,Cyclooxygenase-1/2 Inhibitor
NCGC00263085-01,WNT5A,Wnt-C59,KHZOJCQBHJUJFY,Wnt signaling modulator
NCGC00015150-04,,Betaine,KWIUHFFTVRNATP,nitric oxide donors
NCGC00018294-06,CYP19A1,MICONAZOLE NITRATE,BYBLEWFAAKGYCD,Aromatase Inhibitor
NCGC00188864-01,DRD2,Iloperidone,XMXHEBAFVSFQEX,Dopamine D2 Antagonist
NCGC00015075-07,,ARECOLINE HBr,HJJPJSXJAXAIPN,Muscarinic receptor Agonists
NCGC00016245-01,,Scopolamine hydrochloride,STECJAGHUSJQJN,Muscarinic Antagonists
NCGC00242505-01,,deacetyl cortivazol,BIHIECYYKNMWLX,Glucocorticoid Receptor (GR) Agonist
NCGC00345858-01,FLT1,Takeda-6d,MDPMAXSABUPRJI,VEGFR-2 (FLK-1/KDR) Inhibitors
NCGC00160421-02,SLC18A2,Tetrabenazine,MKJIEFSOBYUXJB,Vesicular Monoamine Transporter 2 (VMAT2) Inhibitor
NCGC00015254-12,DRD4,Clozapine,QZUDBNBUXVUHMW,Dopamine D4 Antagonist
NCGC00263858-03,,Carboplatin,ZSWVADAIGMSQBB,DNA Alkylating Agent
NCGC00347284-01,EGFR,XL-647,HVXKQKFEHMGHSL,EGFR (HER1; erbB1) Inhibitor
NCGC00167507-03,EGFR,Lapatinib;GW-572016F?;Tykerb,AFMAWJOZFIKBOB,EGFR (HER1; erbB1) inhibitor
NCGC00159406-11,ADRA1A,NOREPINEPHRINE,SFLSHLFXELFNJZ,alpha/beta-adrenoceptor agonist
NCGC00159559-01,NR3C2,,JUKPWJGBANNWMW,Mineralocorticoid Receptor (MR) Antagonist
NCGC00263149-01,EGFR,AEE-788,OONFNUWBHFSNBT,EGFR (HER1; erbB1) inhibitor
NCGC00016872-09,P2RY12,TICLOPIDINE,PHWBOXQYWZNQIN,P2Y12 (P2T) Antagonists
NCGC00185772-01,TUBB,Vindesine sulfate salt,HHJUWIANJFBDHT,Tubulin polymerization inhibitor
NCGC00015520-10,RRM1,HYDROXYUREA,VSNHCAURESNICA,Ribonucleoside-Diphosphate Reductase Inhibitors
NCGC00165966-02,TUBB,Vinorelbine tartrate,GBABOYUKABKIAF,Tubulin polymerization inhibitor
NCGC00167503-02,TOP2A,Aclacinomycin A,USZYSDMBJDPRIF,DNA Topoisomerase II Inhibitors
NCGC00016994-16,TOP1,CAMPTOTHECIN,VSJKWCGYPAHWDS,DNA Topoisomerase I Inhibitors
NCGC00263154-01,PIK3CB,AZD-6482,IRTDIKMSKMREGO,PI3Kbeta inhibitor
NCGC00345812-01,PRKCA,Ingenol 3-angelate,VDJHFHXMUKFKET,PKC Activator
NCGC00346803-01,PTP2C,NSC 87877,CVFWVWGVEAVYNI,Protein Tyrosine Phosphatase SHP-2 (PTP2C) Inhibitor
NCGC00263119-01,PRKCB,Ruboxistaurin mesilate;LY-333531,DRIXYLZMWNQAEJ,PKC beta Inhibitor
NCGC00166294-02,TOP2B,AT 4140,DZZWHBIBMUVIIW,DNA Topoisomerase IV Inhibitors
NCGC00159541-02,KIF11,S-Trityl-L-cysteine,DLMYFMLKORXJPO,Mitotic Kinesin Eg5 Inhibitor
NCGC00015349-06,,DAPHNETIN,ATEFPOUAMCWAQS,antimalarial agents
NCGC00016306-07,GRIN2A,CYCLOSERINE,DYDCUQKUCUHJBH,NMDA partial agonist
NCGC00346683-01,PIKFYVE,YM201636,YBPIBGNBHHGLEB,PIKfyve Inhibitor
NCGC00262604-01,PIK3CA,BKM-120;NVP-BKM-120,CWHUFRVAEUJCEF,PI3Kalpha inhibitor
NCGC00263236-01,XIAP,SM-164 ,LGYDZXNSSLRFJS,cIAP1/2 and XIAP inhibitor
NCGC00346455-01,MAP2K1,GDC-0973,BSMCAPRUBJMWDF,Mek Inhibitor
NCGC00181170-03,XRCC1,Bendamustine HCL ,YTKUWDBFDASYHO,Antimetabolite
NCGC00022001-14,IGFR1,Picropodophyllin;AXL-1717/NSC-36407,YJGVMLPVUAXIQN,Antimitotic Agent
NCGC00263270-01,,Diartallox;BTM-2C-dimer allyl oxime,WGDOECSYODBCCA,artemesinin analogue
NCGC00161634-07,,Artemisinin,BLUAFEHZUWYNDE,antimalarial agents
NCGC00025207-06,BCL2,HA14-1,SXJDCULZDFWMJC,Bcl-2 Inhibitor
NCGC00346615-01,ANAPC1,TAME,UNIPKIHULYSOKM,Anaphase Promoting Complex (APC) Inhibitor
NCGC00347941-01,CDC42,,RXIUMAOXORBRCY,Cdc42 Inhibitor
NCGC00263213-01,IKBKB,PF-184,JUOWWGNRWRLBSV,IKK-2 (IKK-beta) Inhibitor
NCGC00183912-01,MAPK7,,XVECMUKVOMUNLE,ERK 1/2 Inhibitor
NCGC00025245-01,GABRA1,Ginkgolide B,SQOJOAFXDQDRGF,GABA(A) Receptor Antagonists
NCGC00166323-03,TYMS,Trifluridine (Viroptic),VSQQQLOSPVPRAZ,thymidylate synthase inhibitor
NCGC00015615-14,,LANSOPRAZOLE,MJIHNNLFOKEZEW,H+/K+-ATPase Inhibitor
NCGC00015562-24,,INDOMETHACIN,CGIGDMFJXJATDK,non-steroidal antiinflammatory
NCGC00263099-01,ATM,CP-466722,ILBRKJBKDGCSCB,ATM Kinase Inhibitor
NCGC00016497-08,,ETHIONAMIDE,AEOCXXJPGCBFJA,Cell Wall Biosynthesis Inhibitors
NCGC00091585-03,,2-Ethylhexyl-2-cyano-3_:_3-diphenylacrylate,FMJSMJQBSVNSBF,photosensitizer
NCGC00090753-05,,Azithromycin (AZ),MQTOSJVFKKJCRP,50S Ribosomal Protein Inhibitors
NCGC00347958-01,,,KIKOYRNAERIVSJ,beta Cell Proliferation Inducer
NCGC00229735-03,ATM,KU-60019,SCELLOWTHJGVIC,ATM Kinase Inhibitor
NCGC00168785-02,,DICLAZURIL,ZSZFUDFOPOMEET,antiprotozoal agent
NCGC00161599-11,CCL2,Troglitazone,GXPHKUHSUJUWKP,CCL2 Expression Inhibitor
NCGC00016794-14,PPARA,GEMFIBROZIL,HEMJJKBWTPKOJG,PPARalpha agonist
NCGC00016270-10,,LEVODOPA,WTDRDQBEARUVNC,Dopamine Precursor
NCGC00183362-01,,Pentagastrin,NEYNJQRKHLUJRU,synthetic polypeptide
NCGC00263120-01,AR,MDV-3100;NC-54,WXCXUHSOUPDCQV,Androgen Receptor Antagonist
NCGC00346449-01,PDE5A,Parogrelil ,YJMYSLFFZJUXOA,Phosphodiesterase III/Va (PDE) inhibitor
NCGC00181343-01,HCN,Ivabradine hydrochloride;Corlentor;Procoralan;S-16257;S-16257-2,ACRHBAYQBXXRTO,HCN [I(f)] Blockers
NCGC00094087-06,IMPDH1,Mizoribine (Bredinin),HZQDCMWJEBCWBR,Inosine 5'-Monophosphate Dehydrogenase (IMPDH) Inhibitors
NCGC00185850-02,EHMT2,BIX-01294,OSXFATOLZGZLSK,Histone-lysine N-methyltransferase EHMT2 Inhibitor
NCGC00345785-01,AGT,Eprosartan Mesylate,IDZXLZCISXUMHU,Angiotensin AT1 Antagonist
NCGC00095192-06,HTR4,Tegaserod maleate,IKBKZGMPCYNSLU,5-HT4 Partial Agonists
NCGC00249759-02,PDE4A,NCGC00249759-01,KDAUXYRYNLBXOV,Phosphodiesterase IIII (PDE4) inhibitor
NCGC00347063-01,,,DELSIAQBXMLIQV,M18 Aspartyl Aminopeptidase Inhibitor
NCGC00165833-04,HDAC1,Entinostat;MS-27-275/MS-275/NSC-706995,INVTYAOGFAGBOE,HDAC1 Inhibitor
NCGC00092375-02,GRM1,JNJ 16259685,QOTAQTRFJWLFCR,mgluR1 Antagonists
NCGC00346935-01,PIM1,CX-6258,KGBPLKOPSFDBOX,Pim 1/2/3 Kinase Inhibitor
NCGC00263206-02,LCK,AMG-47a,DVRSTRMZTAPMKO,Lck Kinase Inhibitors
NCGC00263224-01,CERS1,D-NMAPPD,XUSDVLHKNBOGJY,ceramidase inhibitor
NCGC00015148-07,GSS,L-BUTHIONINE SULFOXIMINE,WDFRNLYXRQXXFS,Glutathione synthesis inhibitor
NCGC00242497-02,SHH,Vismodegib;GDC-0449/CUR-691/RG-3616,ZXTNICMLLDOPFL,Hedgehog antagonist
NCGC00024257-07,ADRA1A,PHENYLEPHRINE HYDROCHLORIDE,SONNWYBIRXJNDC,alpha1-Adrenoceptor Agonists
NCGC00159360-02,,Betamethasone dipropionate,CIWBQSYVNNPZIQ,Glucocorticoid steroid
NCGC00015208-09,,Caffeine_:_ citrated,RYYVLZVUVIJVGH,Chitinase Inhibitors
NCGC00024868-08,ADRB1,BISOPROLOL FUMARATE,VHYCDWMUTMEGQY,beta1-Adrenoceptor Antagonists
NCGC00017244-05,,Enoxolone (Glycyrrhetin),MPDGHEJMBKOTSU,15-hydroxyprostaglandin dehydrogenase inhibitor
NCGC00142598-05,,??-Sitosterol,KZJWDPNRJALLNS,Cholesterol lowering drug
NCGC00091455-08,PTGS2,Celecoxib,BMYBYNKYPXBISM,Cyclooxygenase-2 Inhibitor
NCGC00346672-01,ERBB2,Arry-380,ALTZIUJSNATZSL,HER2 (erbB2) Inhibitor
NCGC00015955-09,ADRB2,Albuterol,NDAUXUAQIAJITI,beta2-Adrenoceptor Agonists
NCGC00346453-01,IGFR1,BMS-754807,LQVXSNNAFNGRAH,IGF-1R Inhibitor
NCGC00263160-01,KDR,Brivanib;BMS-540215,WCWUXEGQKLTGDX,VEGFR-2_:_3/FGFR1_:_2_:_3 Inhibitor
NCGC00179596-04,,Butoconazole nitrate,SWLMUYACZKCSHZ,Antifungal Agent
NCGC00163125-07,,Pregnenolone,ORNBQBCIOKFOEO,Steroid
NCGC00015251-14,CYP51A1,CLOTRIMAZOLE,VNFPBHJOKIVQEB,Lanosterol 14alpha-demethylase Inhibitors
NCGC00016959-07,TOP2B,CIPROFLOXACIN,MYSWGUAQZAJSOK,DNA Topoisomerase IV Inhibitors
NCGC00346937-01,TUBB,Ombrabulin,IXWNTLSTOZFSCM,Tubulin polymerization inhibitor
NCGC00025179-13,PGR,Mifepristone (Mifeprex),VKHAHZOOUSRJNA,Progesterone Receptor Antagonist
NCGC00094927-01,,FLUNISOLIDE,XSFJVAJPIHIPKU,Corticosteroid
NCGC00346688-01,ALK,CH5424802,KDGFLJKFZUIJMX,Anaplastic Lymphoma Kinase (ALK) Inhibitor
NCGC00015508-17,,HYDROCHLOROTHIAZIDE,MEPMRFDKQYMUPK,hypertension treatment
NCGC00345849-01,PIK3CA,NIBR-17,XZTYTIOLZIKUJR,PI3K Inhibitor
NCGC00094226-11,SYK,Piceatannol,CDRPUGZCRXZLFL,Syk Kinase inhibitor
NCGC00183848-01,,Troxacitabine,RXRGZNYSEHTMHC,DNA Polymerase Inhibitors
NCGC00165869-03,,Dorsomorphin dihydrochloride,XHBVYDAKJHETMP,TGF-bR1 (ALK5) inhibitor
NCGC00250395-01,MTOR,OSI-027,JROFGZPOBKIAEW,mTORC1/2 Inhibitor
NCGC00347940-01,,,ULBOWKXOFOTCMU,TRAIL Receptor DR5 Agonist
NCGC00346943-01,CENPE,GSK-923295,WHMXDBPHBVLYRC,Centromere Associated Protein (CENP) Inhibitors
NCGC00162440-01,,Leptomycin B,YACHGFWEQXFSBS,Antineoplastic Antibiotics
NCGC00346692-01,PIK3CA,PI3K/HDAC Inhibitor I,JOWXJLIFIIOYMS,PI3K Inhibitor
NCGC00262603-01,PIK3CD,CAL-101;GS-1101?,IFSDAJWBUCMOAH,PI3Kdelta inhibitor
NCGC00263088-01,PIK3CA,BAG-956,GVPAGJWVBUZHNQ,PI3K/PDK1 Inhibitor
NCGC00346936-01,NTRK1,GNF-5837,YYDUWLSETXNJJT,Tropomyosin Related Kinase A/B/C (TrkA/B/C) inhibitor
NCGC00263020-01,NFKB1,NCGC00263020-01,TZZISDZOBASIEO,NFkappaB-inducing kinase Inhibitor
NCGC00015038-08,DHFR,Aminopterin sodium,TVZGACDUOSZQKY,Dihydrofolate Reductase (DHFR) Inhibitors
NCGC00017337-15,NFKB1,CAPSAICIN,YKPUWZUDDOIDPM,NF-kappaB Activation Inhibitor
NCGC00346747-02,NFKB1,,OKFYOOFXVBCIIP,NFkappaB-inducing kinase Inhibitor
NCGC00346583-01,CASP3,Amygdalin,XUCIJNAGGSZNQT,Caspase 3 Activators
NCGC00093926-04,TYMS,5-fluoro-5'-deoxyuridine,ZWAOHEXOSAUJHY,thymidylate synthase inhibitor
NCGC00024762-05,ESR1,Tesmilifene hydrochloride,NFIXBCVWIPOYCD,Estrogen Receptor Antagonist
NCGC00159513-02,,Cefprozil monohydrate,WDLWHQDACQUCJR,Cephalosporin antibiotic
NCGC00016925-10,ABCC3,Omeprazole;AGI-010/DM-3458,SUBDBMMJDZJVOS,ABCC3 Expression Enhancer
NCGC00016656-01,,Vidarabine,OIRDTQYFTABQOQ,Anti-Herpes Simplex Virus Drug
NCGC00346593-01,OPRK1,Matrine ((+)-Matrine),ZSBXGIUJOOQZMP,kappa-Opioid Agonists
NCGC00263617-05,HDAC1,M344,MXWDSZWTBOCWBK,Histone Deacetylase (HDAC) Inhibitor
NCGC00346884-01,,Eeyarestatin I,JTUXTPWYZXWOIB,inhibitor of endoplasmic reticulum associated protein degradation
NCGC00181754-01,,Deferasirox,BOFQWVMAQOTZIW,Iron Chelator
NCGC00016786-14,IMPDH1,MYCOPHENOLIC ACID,HPNSFSBZBAHARI,Inosine 5'-Monophosphate Dehydrogenase (IMPDH) Inhibitors
NCGC00263146-01,MAPK8,SR-3306,QDMXVKKPYBGIAS,JNK 1/2/3 Inhibitor
