Sample ID,Structure,Sample Name,Drug Name,NCGC Unique ID,Primary Mechanism of Action,Gene Symbol
NCGC00346502-01,C[C@]12CCC\3=C\4CCC(=O)\C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)CC#N,Dienogest,,AZFLJNIPTRTECV,Synthetic progesterone,PGR
NCGC00025018-09,COC(=O)[C@H]1[C@@H](O)CC[C@H]2CN3CCC4=C([NH]C5=C4C=CC=C5)[C@@H]3C[C@H]12,YOHIMBINE HYDROCHLORIDE,,BLGXFZZNTVWLAY,alpha2-Adrenoceptor Antagonists,ADRA2A
NCGC00346703-01,CCOC(=O)N1[C@H](CC)C[C@H](N(CC2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F)C(=O)OC)C3=C1C=CC(=C3)C(F)(F)F,Torcetrapib (CP-529414),,CMSGWTNRGKRWGS,Cholesteryl Ester Transfer Protein (CETP) Inhibitor,CETP
NCGC00263110-01,CN(C(C)=O)C1(CCN(CCC[C@@]2(CCCN(C2)C(=O)C3=CC=CC=C3)C4=CC=C(Cl)C(=C4)Cl)CC1)C5=CC=CC=C5,Osanetant;SR-142806,,DZOJBGLFWINFBF,Tachykinin NK3 Antagonist,TACR3
NCGC00344550-02,C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4CC5=C(C[C@]4(C)[C@H]3CC[C@]12C)C=N[NH]5,Stanozolol,,LKAJKIOFIWVMDJ,Synthetic Steroid,
NCGC00025000-08,CC(=O)N1CCN(CC1)C2=CC=C(OC[C@H]3CO[C@@](C[N]4C=CN=C4)(O3)C5=CC=C(Cl)C=C5Cl)C=C2,,"R41,400;CIPLUS_186839;Piperazine, 1-acetyl-4-(4-((2-(2,4-dichlorophenyl)-2-(1H-imidazol-1-ylmethyl)-1,3-dioxolan-4-yl)methoxy)phenyl)-, cis-;HS_776;WHO NO. 4594;NCGC00016907-01;NCGC00015577-01;NCGC_Prestw-389;R-41400;Ketoconazol;LS-110149;1-ACETYL-4-(4-(2-(2,4-DICHLOROPHENYL)-2-(1H-IMADAZOL-1-YLMETHYL)-1,3-DIOXOLAN-4-YL)METHOXY)PHENYL)PIPERAZINE, CIS-;R 4140;Ketocanazole;ketoconazolum;Ketoconazolum;R41400;Nizoral;ketoconazole;KETOCONAZOLE;NCGC00025000-05;KETONAZOL;NCGC00025000-01;Ketoconazole;NCGC00025000-02;(+/-)-cis-1-Acetyl-4-(4-[(2-[2,4-dichlorophenyl]-2-[1H-imidazol-1-ylmethyl]-1,3-dioxolan-4-yl)-methoxy]phenyl)piperazine;NCGC00025000-04;cis-1-Acetyl-4-[4-[[2-(2,4-dichlorophenyl)-2-(1H-imidazol-1-ylmethyl)-1,3-dioxolan-4-yl]methoxy]phenyl]-piperazine;cis-1-Acetyl-4-[4-[[2-(2,4-;cis-1-Acetyl-4-[4-[[2-(2,4- dichlorophenyl)-2-(1H-imidazol-1-ylmethyl)-1,3-dioxolan-4-yl]methoxy]phenyl]-piperazine;NCGC00094706-01;NCGC00094706-02;",XMAYWYJOQHXEEK,Aromatase Inhibitor,CYP19A1
NCGC00016447-02,C[C@@H]1O[C@@H](O[C@H]\2CC[C@]\3(C)[C@@H]4CC[C@]5(C)[C@@H](CC[C@@]5(O)[C@H]4CCC3=C2)C/6=C/OC(=O)/C=C6)[C@H](O)[C@H](O)[C@@H]1O,,"CIPLUS_168268;Proscillaridin A;Proscillaridin;Caradrin;CIPLUS_153303;3-(6-Deoxy-alpha-L-mannopyranosyloxyl)-14-hydroxybufa-4,20,22-trienolide;Ysatfabrik Brand of Proscillaridin;proscillaridinum;PROSCILLARIDIN;NCGC_Prestw-986;Scillarenin 3beta-rhamnoside;A, Proscillaridi;proscillaridine;Digitalysat;Knoll Brand of Proscillaridin;Proscilaridina;Scillase;LS-125804;Abbott Brand of Proscillaridin;Ziethen Brand of Proscillaridin;NCGC00016447-01;Sandoscill;Talusin;Rhamnoside, Scillareni;Bufa-4,20,22-trienolide, 3-((6-deoxy-alpha-L-mannopyranosyl)oxy)-14-hydroxy-, (3beta)-;Proscillaridinum;Proscillaridine;",MYEJFUXQJGHEQK,Steroid,
NCGC00344764-01,OC(=O)CCCCC(CCSCC1=CC=CC=C1)SCC2=CC=CC=C2,,,ZYRLHJIMTROTBO,altered energy metabolism-directed (AEMD) compound,
NCGC00346575-01,C[N]1C(=NC2=CC(=CC=C12)C(=O)N(CCC(O)=O)C3=NC=CC=C3)CNC4=CC=C(C=C4)C(N)=N,"BIBR 953 (Dabigatran etexilate, Pradaxa)",,YBSJFWOBGCMAKL,Thrombin Inhibitors,
NCGC00346644-01,O=C(CC1=CC=C(C=N1)C2=CC=C(OCCN3CCOCC3)C=C2)NCC4=CC=CC=C4,KX2-391,,HUNGUWOZPQBXGX,Src Kinase Inhibitors,SRC
NCGC00263104-01,COC1=CC2=C(C=C1OCCCN3CCOCC3)N=CC=C2OC4=CC=C(NC(=O)C5(CC5)C(=O)NC6=CC=C(F)C=C6)C=C4F,Foretinib;EXEL-2880/GSK-089/GSK-1363089/XL-880,,CXQHYVUVSFXTMY,VEGFR-2 Inhibitor,KDR
NCGC00346304-02,OC1=CC(=CC=C1Cl)C2=C([NH]C(=N2)C3=CC=CC=C3)C4=CC=NC=C4,"L-779,450",,WXJLXRNWMLWVFB,Raf kinase C Inhibitor,BRAF
NCGC00090905-11,C[S+]([O-])(=O)OCCCCO[S+](C)([O-])=O,BUSULFAN,,COVZYZSDYWQREU,DNA Alkylating Agent,
NCGC00164574-05,COCCOC1=CC2=NC=NC(=C2C=C1OCCOC)NC3=CC=CC(=C3)C#C,Erlotinib hydrochlorid;CP-358774;NSC-718781;OSI-774;RG-1415;Ro-50-8231;Tarceva,,AAKJLRGGTJKAMG,EGFR (HER1; erbB1) inhibitor,EGFR
NCGC00346447-01,CCNC(=O)NC1=CC=C2N=CC(=NC2=N1)NC3=CC=C(C)C=C3,D-106669,,RQBRFKKFZPOBFG,PI3Kalpha inhibitor,PIK3CA
NCGC00346500-01,CN(/N=C/C1=CN=C2C=CC(=C[N]12)Br)[S+]([O-])(=O)C3=C(C)C=CC(=C3)[N+]([O-])=O,PIK-75 ,,QTHCAAFKVUWAFI,PI3K Inhibitor,PIK3CA
NCGC00345739-02,CCOC(=O)C1=C(\C(=C/N)C#N)C2=CC=C(Cl)C(=C2[N]1C)Cl,KH-CB19,,CXJCGSPAPOTTSF,"Clk1, Clk4 Inhibitor",CLK1
NCGC00346525-01,CCN1CCN(CC1)C(=O)CC2=CC=C(NC3=NC(=C(F)C=N3)NC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5Cl)C=C2,Aurora A Inhibitor I,,AKSIZPIFQAYJGF,Aurora A Inhibitor,AURKA
NCGC00161419-03,COC1=C(OC)C(=CC(=C1)NCC2=C(C)C3=C(C=C2)N=C(N)N=C3N)OC,Trimetrexate,,NOYPYLRCIDNJJB,Dihydrofolate Reductase (DHFR) Inhibitors,DHFR
NCGC00345856-01,NC(=O)C1=CN=C(C2=CC=C(C=C2)C3(N)CCC3)C(=C1)C4=CC=CC=C4,AZD-26,,GIRZDHCBMNHMEH,AKT Inhibitor,AKT1
NCGC00015086-03,CC(=O)NC(CS)C(O)=O,ACETYLCYSTEINE,,PWKSKIMOESPYIA,NF-kappaB Activation Inhibitor,NFKB1
NCGC00346491-01,CCC1=C(C(=O)C(N)=O)C2=C(C=CC=C2OCC(O)=O)[N]1CC3=CC=CC=C3,Varespladib (LY315920),,BHLXTPHDSZUFHR,Secretory Phospholipase A2 (sPLA2) Inhibitors,PLA2G5
NCGC00015818-15,O=C1CN(CC2N1CCC3=C2C=CC=C3)C(=O)C4CCCCC4,PRAZIQUANTEL,,FSVJFNAIGNNGKK,antiparasitic agent,
NCGC00263233-01,NC1=CC=C(C=C1)C(=O)C2=CC3=C([NH]2)C=CC4=CC=CC=C34,IPFK2,,FRIGMYLLVAJOTF,Inducible phosphofructokinase-2 inhibitor,PFKFB2
NCGC00263171-01,C(CC1=C[NH]C2=CC=CC=C12)NC3=CC=C(NC4=CC=NC=C4)C=C3,Serdemetan;JNJ-26854165,,CEGSUKYESLWKJP,MDM2 (hdm2) Inhibitor,MDM2
NCGC00345857-01,CN1/C=C(\N=C(NC2=CC=C(C=C2)C(=O)N3CCOCC3)/C1=O)/C4=C(C)C(=CC=C4)NC(=O)C5=CC=C(C=C5)C(C)(C)C,CGI1746                    (G-182),,JIFCFQDXHMUPGP,BTK Inhibitor,BTK
NCGC00346880-01,CN(C(C)=O)C1=CC=CC(=C1)C2=CC=NC3=C(C=N[N]23)C(=O)C4=CC=CS4,Indiplon,,CBIAWPMZSFFRGN,GABAA Receptor Modulator,GABRA1
NCGC00160162-03,CN(C)CCC1=CC=C(O)C=C1,,HORDENINE,KUBCEEMXQZUPDQ,Antibiotic properties,
NCGC00346561-01,NC/1=N/C(=O)N(/C=C1F)[C@H]2CS[C@H](CO)O2,Emtricitabine (Emtriva),,XQSPYNMVSIKCOC,Reverse Transcriptase Inhibitor,TERT
NCGC00024994-01,C[C@H](CC1=CC=CC=C1)N(C)CC#C,(R)-(-)-Deprenyl hydrochloride,"NCGC_Prestw-552;NCGC00024994-01;(R)-(-)-N,alpha-Dimethyl-N-(2-propynyl)phenethylamine hydrochloride;NCGC00024994-02;LS-30156;Selegilinum;CIPLUS_776531;LS-30157;Selegiline Hydrochloride, (R,S)-Isomer;NCGC00162273-01;(-)-DEPRENYL;R(-)-N-alpha-Dimethyl-N-2-propynyl-benzeneethanamine hydrochloride;ELDEPRYL;4-fluorodeprenyl, (-)-isomer;LS-172454;CIPLUS_669845;BENZENEETHANAMINE, N,.ALPHA.-DIMETHYL-N-2-PROPYNYL-, (.ALPHA.R)-, HYDROCHLORIDE;N-METHYL-N-((1R)-1-METHYL-2-PHENYLETHYL)PROP-2-YN-1-AMINE HYDROCHLORIDE;HS_1261;R-(-)-Deprenyl hydrochloride;deprenalin;Selegiline hydrochloride;Selegiline Hydrochloride;SELEGILINE HYDROCHLORIDE;NCGC00015624-01;LS-175003;Selegiline;LS-103418;LS-175004;S(+)-Deprenyl hydrochloride;HS_1260;NCGC00016708-01;Selegiline Hcl;4-fluorodeprenyl hydrochloride, (+-)-isomer;4-fluorodeprenyl hydrochloride, (-)-isomer;NCGC00094172-01;Selegiline (Deprenyl R-(-));selegiline;HS_530;Jumex;CIPLUS_160070;Benzeneethanamine, N,Alpha-dimethyl-N-2-propynyl-(R)-;Selegilina;SELEGILINE;cpd without isomeric designation;LS-103420;Deprenyl;DEPRENYL L-;CIPLUS_169454;Benzeneethanamine, N,alpha-dimethyl-N-2-propynyl-, (R)-;LS-171874;CIPLUS_169453;DEPRENYL;N,A-DIMETHYL-N-2-PROPYNYLPHENETHYLAMINE L-;Selegiline, (R,S)-Isomer;Selegiline, (S)-Isomer;selegilinum;Eldepryl;LS-171873;(R)-(-)-Deprenyl hydrochloride;LS-171872;deprenyl;",MEZLKOACVSPNER,MAO-B Inhibitor,MAOB
NCGC00016285-08,NC1=CC=C(C=C1)[S+](N)([O-])=O,SULFANILAMIDE,,ZADLKLXOEWDVAZ,Carbonic Anhydrase Type I/II/IX Inhibitor,CA1
NCGC00346876-01,CCC(C)SSC1=NC=C[NH]1,PX 12,,BPBPYQWMFCTCNG,Thioredoxin Reductase Inhibitors,TXNRD1
NCGC00015680-14,COC1=CC2=C([NH]C=C2CCNC(C)=O)C=C1,,MELATONIN,DRLFMBDRBRZALE,Free Radical Scavengers,
,,,,,TH Expression Enhancers,
NCGC00347935-01,[O-][S+](=O)(NC1CC1)C2=CC=C(C(=C2)NC(=O)NC3=CC=CC(=C3)C(F)(F)F)C4=CSC=C4,,,IEZRQPZETYYPJR,Mutant IDH2 Inhibitor,
NCGC00186013-01,COC1=CC\2=C(C=C1)C3\C(=N2)[S+](CC4=C(C)C(=C(C)C=N4)OC)[O-][Mg]35[O-][S+](CC6=C(C)C(=C(C)C=N6)OC)C7=NC8=C(C=CC(=C8)OC)[N]57,Esomeprazole magnesium dihydrate,,MEJVBZKBQJMUAG,H+/K+-ATPase Inhibitor,
NCGC00346669-01,CC1=CC(=CC(=C1C2=CC=CC(=C2)COC3=CC=C4[C@@H](COC4=C3)CC(O)=O)C)OCCC[S+](C)([O-])=O,TAK-875,,AGXOCELTCOEGNN,Insulin Secretagogues,
NCGC00242477-01,CCCCOCCOC1=C(C)SC(=N1)C2=CC=C(C(O)=O)C(=C2)F,AC-261066,,HSAOETBFVAWNRP,RARbeta2 Agonist,RARB
NCGC00163424-03,CO[C@H]1C[C@H](C)C\C2=C(NCC=C)\C(=O)\C=C(NC(=O)\C(=C\C=C/[C@H](OC)[C@@H](OC(N)=O)C(=C/[C@H](C)[C@H]1O)/C)C)/C2=O,,ALLYLAMINO-17-DEMETHOXY-GELDANAMYCIN,AYUNIORJHRXIBJ,Heat Shock Protein 90 (hsp90) Inhibitor,HSP90AB1
NCGC00015060-19,C[N]1C=NC(=C1SC2=C3[NH]C=NC3=NC=N2)[N+]([O-])=O,AZATHIOPRINE,,LMEKQMALGUDUQG,immunosuppressant,
NCGC00346737-01,OC[C@H]1OC(OC2=CC3=C(C(=C2)O)C(=O)\C(=C/O3)C4=CC=C(O)C=C4)[C@H](O)[C@@H](O)[C@@H]1O,Genistin,,ZCOLJUOHXJRHDI,Lipid lowering agents,
NCGC00346529-01,C[C@H](NCC1=CC=C(OCC2=CC(=CC=C2)F)C=C1)C(N)=O,Safinamide Mesylate (FCE28073),,NEMGRZFTLSKBAP,Sodium channel inhibitor,
NCGC00346433-01,CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](O)[C@H](C[C@H]1NC(N)=N)C(O)=O,Peramivir trihydrate,,XRQDFNLINLXZLB,Neuraminidase (Sialidase) Inhibitors,
NCGC00346609-01,CN[C@H](C)[C@@H]1CC[C@@H](N)[C@H](O1)OC2[C@@H](N)C[C@@H](N)[C@H](OC3OC[C@](C)(O)C(NC)[C@H]3O)C2O,Gentamycin sulfate (Gentacycol),,CEAZRRDELHUEMR,Antibiotic,
NCGC00016806-12,COC(=O)NC1=NC2=C([NH]1)C=CC(=C2)C(=O)C3=CC=CC=C3,MEBENDAZOLE,,OPXLLQIJSORQAM,Tubulin depolymerization inhibitor,TUBB
NCGC00091109-03,COC1=C(O)C=C(CCC(=O)C2=C(O)C=C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)C=C2O)C=C1,Neohesperidin dihydrochalcone (Nhdc),,ITVGXXMINPYUHD,synthetic sugar substitute,
NCGC00015830-07,NNCCC1=CC=CC=C1,PHENELZINE SULFATE,,RMUCZJUITONUFY,MAO Inhibitor,MAOA
NCGC00263093-01,CC1=CC=CC(=C1)\C=N\NC2=NC(=NC(=C2)N3CCOCC3)OCCC4=CC=CC=N4,Apilimod;STA-5326,,HSKAZIJJKRAJAV,IL-12 Production Inhibitor,IL2
NCGC00250406-01,C[N]1C=NC=C1[C@@](N)(C2=CC=C(Cl)C=C2)C3=CC=C4N(C)C(=O)\C=C(\C5=CC=CC(=C5)Cl)C4=C3,Tipifarnib;NSC-702818/Zarnestra,,PLHJCIYEEKOWNM,Farnesyltransferase Inhibitor,COX10
NCGC00142605-03,OC[C@H]1O[C@@H](OC2=CC=CC=C2CO)[C@H](O)[C@@H](O)[C@@H]1O,SALICIN,,NGFMICBWJRZIBI,Antiinflammatory agent,
NCGC00092344-05,CC1=CC(=CC=C1OCC(O)=O)SCC2=C(C)N=C(S2)C3=CC=C(C(=C3)F)C(F)(F)F,GW-0742;GW-610742???,,HWVNEWGKWRGSRK,PPARgamma Agonists?,PPARD
NCGC00091014-06,CC(C)(O)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,Hydroxyflutamide,,YPQLFJODEKMJEF,Androgen Receptor Antagonist,AR
NCGC00159544-02,CC1(CN2CCC(CC2)N3C(=O)NC4=C3C=CC=C4)OCC5=CC=CC=C5[N]6C=CC=C16,Zaldaride maleate;CGS-9343B/KW-5617/Zy-17617B,,HTGCJAAPDHZCHL,Calmodulin Antagonist,CALM1
NCGC00178127-04,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2[C@H]3CCC[C@H]3C[C@H]2C(O)=O,Ramipril (Altace),,HDACQVRGBOVJII,Angiotensin-I Converting Enzyme Inhibitor,ACE
NCGC00016463-02,O=C1\C=C/C=C2/[C@H]3CNC[C@H](C3)CN12,(-)-Cytisine,"NCGC00025138-02;cystisin;NCGC00025138-01;NCGC00016463-01;1,2,3,4,5,6-Hexahydro-1,5-methano-pyrido[1,2-a][1,5]diazocin-8-one;CYTISINE;cytisine tetrahydrochloride, trihydrate;NCGC00095093-01;(-)-Cytisine;cytisine hydrochloride;cytisine;1,2,3,4,5,6-hexahydro-1,5-methano-8H- pyrido(1,2-a)(1,5)diazocin-8-one;CIPLUS_153486;Tabex;Tsitizin;NCGC00095093-02;citizine;cytiton;CIPLUS_180524;CIPLUS_165065;Cytisine;cytisine dihydrochloride, trihydrate;cytisine hydrochloride, hydrate;Cytisine (-);NCGC_Prestw-624;3   Cytisine;",ANJTVLIZGCUXLD,Nicotinic alpha3beta4 Partial Agonists,CHRNA3
NCGC00018248-08,CN1\C(=C(\O)C2=CC=CC=C2[S+]1([O-])=O)C(=O)NC3=NC=C(C)S3,Meloxicam (Mobic),,JJMWPUUMNOUPNB,Cyclooxygenase-1/2 Inhibitor,PTGS1
NCGC00346959-01,COC1=CC=C(N(C(=O)OC2=C(C)C=CC=C2C)C3=NC(=NC=C3)NC4=CC=C(C=C4)N5CCN(C)CC5)C(=C1)OC,HMSL10038,,NBTNHSGBRGTFJS,Lck Kinase Inhibitors,LCK
NCGC00250397-01,OC1=NC(=NC2=C1CSCC2)C3=CC=C(C=C3)C(F)(F)F,NVP-XAV-939;XAV-939?,,KLGQSVMIPOVQAX,TNKS1/TNKS2 Inhibitor,TNKS
NCGC00346441-01,ClC1=CC=C(C=C1)C23C[C@@H]4C[C@@H](CC(C4)(C2)C(=O)NCC5=CC=NC=C5)C3,ABC-294640,,CAOTVXGYTWCKQE,Sphingosine Kinase 2 (SphK2) Inhibitors,SPHK2
NCGC00263143-01,NC1=NC=NC2=C1N=C(NCC3=CC(=C(Cl)C=C3)Cl)[N]2[C@@H]4O[C@H](COCC5=CC=C(C=C5)C#N)[C@@H](O)[C@H]4O,VER-155008,,ZXGGCBQORXDVTE,Heat Shock Protein 70 (hsp70) Inhibitor,HSPA2
NCGC00161834-01,[H][C@@]12CC3OC(CCC)O[C@@]3(C(=O)CO)[C@@]1(C)CC(O)[C@@]4([H])[C@@]2([H])CCC5=CC(=O)C=C[C@]45C,,"budesonidum;budesonide;(11b,16a)-16,17-[Butylidenebis(oxy)]-11,21-dihydroxypregna-1,4-diene-3,20-dione;NCGC_Prestw-518;6   Budesonide;NCGC00015165-01;NCGC00015165-03;Pulmicort;Budesonidum;dexbudesonidum;budesonide sulphotransferase;NCGC00016862-01;CIPLUS_205192;CIPLUS_180950;CIPLUS_205193;Horacort;Budesonide;testosterone sulfotransferase;LS-175261;BUDESONIDE;LS-175262;NCGC00089747-02;NCGC00089747-03;Budesonido;NCGC00094860-01;NCGC00094860-02;Pregna-1,4-diene-3,20-dione,16,17-(butylidenebis(oxy))-11,21-dihydroxy-, (11beta,16alpha)-;Budesonide, (S)-Isomer;16,17-Butylidenebis(oxy)-11,21-dihydroxypregna-1,4-diene-3,20-dione;testosterone sulphotransferase;LS-7235;Budesonide, (R)-Isomer;Rhinocort;",VOVIALXJUBGFJZ,Glucocorticoid steroid,
NCGC00016023-17,C[N]1C=NC2=C1C(=O)NC(=O)N2C,THEOBROMINE,,YAPQBXQYLJRXSA,cAMP Phosphodiesterase Inhibitors,PDE4A
NCGC00346735-01,O[C@H]([C@H]1CC2CCN1C[C@@H]2C=C)C3=CC=NC4=CC=CC=C34,Cinchonine,,KMPWYEUPVWOPIM,P-Glycoprotein (MDR-1) Inhibitor,
NCGC00242499-01,NC1=NC=CC(=N1)C2=CC3=C(ON=C3C=C2)C4=CC=C(Cl)C=C4,Pim 1 inhibitor 2,,AQVFETGXIRKVAQ,Pim-1 inhibitor,PIM1
NCGC00263015-01,CN(CC(O)COC1=CC=C(Cl)C=C1)CC2=C(C)[N](CC3=C(Cl)C=CC=C3)N=C2C,NCGC00263015-01,,PDFAUYXBJDPBCE,TLR4 (LPS) inhibitor,TLR4
NCGC00345797-01,CN(C)C1=C(CC(O)=O)C(=NC(=N1)CC2=CC=C(NC(=O)C3=CC=C(C=C3)C(F)(F)F)C=C2)N(C)C,AP-761,,XEOSTBFUCNZKGS,prostaglandin D2 CRTH2 inhibitor,PTGDR2
NCGC00346531-01,CC[C@@H]\1CC[C@@H]2O[C@]3(CC[C@H](C)[C@H](C[C@@H](C)O)O3)[C@@H](C)[C@H](OC(=O)/C=C/[C@H](C)[C@@H](O)[C@H](C)C(=O)[C@H](C)[C@@H](O)[C@H](C)C(=O)[C@](C)(O)[C@@H](O)[C@H](C)C/C=C\C=C1)[C@@H]2C,Oligomycin A,,MNULEGDCPYONBU,ATP synthase inhibitor,
NCGC00263188-01,C[C@H](NC(=O)CC1=CC(=CC(=C1)F)F)C(=O)N[C@@H]2C(=O)N(C)C3=C(C=CC=C3)C4=C2C=CC=C4,YO-01027,,QSHGISMANBKLQL,g-Secretase Inhibitor,NOTCH1
NCGC00092385-02,COC1=CC=C(C=C1)C2=C(C(=O)C3=CC=C(C=C3)C#N)C4=CC=C(OC)C=C4O2,LY-320135,,RYNSGDFWBJWWSZ,Cannabinoid CB1 Antagonist,CNR1
NCGC00015529-18,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,Ibuprofen Lysine (NeoProfen),,HEFNNWSXXWATRW,Cyclooxygenase-1/2 Inhibitor,PTGS1
NCGC00015833-16,NC(=O)C1=CN=CC=N1,PYRAZINAMIDE,,IPEHBUMCGVEMRF,Fatty acid synthase inhibitor,FAS
NCGC00182059-02,OC(C1=C(C)N=C(C2=CC=C(OCC(C)C)C(C#N)=C2)S1)=O,Febuxostat,"TEI-6720;TEI 6720;2-(3-CYANO-4-ISOBUTOXYPHENYL)-4-METHYL-5-THIAZOLECARBOXYLIC ACID;Febuxostat;2-(3-CYANO-4-ISOBUTOXYPHENYL)-4-METHYL-1,3-THIAZOLE-5-CARBOXYLIC ACID;FEBUXOSTAT;TMS-67;5-THIAZOLECARBOXYLIC ACID, 2-(3-CYANO-4-(2-METHYLPROPOXY)PHENYL)-4-METHYL-;A-319198;febuxostat;febuxostatum;5-Thiazolecarboxylic acid, 2-(3-cyano-4-(2-methylpropoxy)phenyl)-4-methyl-;CIPLUS_710267;LS-173202;2-(3-cyano-4-isobutoxyphenyl)-4-methyl-5-thiazolecarboxylic acid;",BQSJTQLCZDPROO,Xanthine Oxidase Inhibitor,XDH
NCGC00023373-04,CCC(=O)O[C@@]1([C@@H](C)C[C@H]2[C@@H]3CCC/4=C/C(=O)/C=C\[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)CCl,Clobetasol propionate,,CBGUOGMQLZIXBE,Corticosteroid,
NCGC00346540-01,CC(C)N(CC[C@H](C1=CC=CC=C1)C2=C(OC(=O)C(C)C)C=CC(=C2)CO)C(C)C,Fesoterodine fumarate (Toviaz),,DCCSDBARQIPTGU,Muscarinic Antagonists,
NCGC00346459-01,C[C@@H](OC1=CC2=C([NH]N=C2\C=C\C3=C[N](CCO)N=C3)C=C1)C4=C(Cl)C=NC=C4Cl,LY-2874455   ,,GKJCVYLDJWTWQU,FGFR Inhibitor,
NCGC00262929-02,CCCCCCOC(=O)\N=C(\N)C1=CC=C(NCC2=NC3=C(C=CC(=C3)C(=O)N(CCC(=O)OCC)C4=NC=CC=C4)[N]2C)C=C1,BIBR-1048 (Dabigatran),,KSGXQBZTULBEEQ,Thrombin Inhibitors,
NCGC00016000-10,CCN(CC)C(=S)SSC(=S)N(CC)CC,,,AUZONCFQVSMFAP,Aldehyde Dehydrogenase (ALDH2) Inhibitors,ALDH2
NCGC00346505-01,C[C@H]1CCC[C@H]2O[C@H]2C[C@H](OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)\C(C)=C\C3=CSC(=N3)C,Epothilone A,,HESCAJZNRMSMJG,Tubulin depolymerization inhibitor,TUBB
NCGC00025125-20,COC/1=C/C=C2\C(=C/C1=O)[C@H](CCC3=CC(=C(OC)C(=C23)OC)OC)NC(C)=O,COLCHICINE,,IAKHMKGGTNLKSZ,Tubulin polymerization inhibitor,TUBB
NCGC00346507-01,COC1=CC=C2C(=CC=NC2=C1)OCC3=NN=C4C=CC(=N[N]34)C5=CC=CC=C5,AMG-208,,HEAIZQNMNCHNFD,HGFR (MET; c-Met) Inhibitor,MET
NCGC00346624-01,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(N)=O)C3=CSC(=N3)C(C)(C)C,A66,,HBPXWEPKNBHKAX,PI3Kalpha inhibitor,PIK3CA
NCGC00346650-01,C[S+]([O-])(=O)N1CCC2=C(N=C(N=C12)N3CCOCC3)C4=CN=C(N)N=C4,CH5132799,,WSYVOARRIIRYRB,"PI3Kalpha, beta, gamma Inhibitor",PIK3CA
NCGC00346731-01,CC[C@]1(O)C[C@@H]2C[N@@](CCC3=C([NH]C4=CC=CC=C34)[C@@](C2)(C(=O)OC)C5=C(OC)C=C6N(C=O)[C@H]7[C@](O)([C@H](OC(C)=O)[C@]8(CC)\C=C/CN9CCC7([C@H]89)C6=C5)C(=O)OC)C1,Vinblastine,,OGWKCGZFUXNPDA,Tubulin polymerization inhibitor,TUBB
NCGC00346467-01,COC1CCC(CC1)N(C(=O)C2CCC(C)CC2)C3=C(SC(=C3)\C4=C\CCCC4)C(O)=O,VCH-916 ,,LNYKGELUODVSNS,RNA-Directed RNA Polymerase Inhibitor,
NCGC00346523-01,CC[C@@H]1[C@@H](C)O[C@](O)(C[C@H]1O[C@H]2C[C@H](O)[C@H](O)[C@H](C)O2)[C@@H](C)[C@H](O)[C@H](C)[C@H]3OC(=O)\C=C\C=C\[C@H](C)[C@H](OC(=O)\C=C\C=C\[C@@H]3C)[C@@H](C)[C@@H](O)[C@H](C)[C@@]4(O)C[C@@H](O[C@H]5C[C@H](O)[C@H](O)[C@H](C)O5)[C@H](CC)[C@@H](C)O4,Azalomycin-B,,OSERMIPXNLXAPD,Macrolide Antibiotic,
NCGC00242054-03,CC1=NC(=CC=C1)C2=N[NH]C=C2C3=NC4=C(C=C3)N=CC=C4,RepSox,,LBPKYPYHDKKRFS,TGF-bR1 (ALK5) inhibitor,
NCGC00346941-01,COC1=C(C=C(SC2=CN=C(NC(=O)C3=CC=C(CNC(C)C(C)C)C=C3)S2)C(=C1)C)C(=O)N4CCN(CC4)C(C)=O,ITK inhibitor,,RRHONYZEMUNMJX,ITK inhibitor,ITK
NCGC00346949-01,CC(C(C)N1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2,ICRF-193,,OBYGAPWKTPDTAS,DNA Topoisomerase II Inhibitors,TOP2A
NCGC00263190-02,O=C/1\C=C(/OC(=C1)/C2=C3SC4=C(SC3=CC=C2)C=CC=C4)N5CCOCC5,KU-0064;KU-55933,,XRKYMMUGXMWDAO,ATM Kinase Inhibitor,ATM
NCGC00346716-01,CC(C)(C)C1=NC(=C(S1)C2=NC(=NC=C2)N)C3=C(F)C(=CC=C3)N[S+]([O-])(=O)C4=C(F)C=CC=C4F,Dabrafenib (GSK2118436),,GBJBCIAJEHTKFD,Raf kinase B Inhibitor,BRAF
